c120fdc05b,releng,Unify `torch/csrc/cuda/shared/cudnn.cpp` include path (#40525)
16f276cef9,dispatcher,Add C++-only `int dim` overloads to `std`-related operations (#40451)
3dcc329746,improvements_frontend,Use tree-based sum for floats to avoid numerical instability (#39516)
e12f73ee12,improvements_frontend,Add missing file to BUILD.bazel (#40536)
adcd755e69,releng,Fix backup solution (#40515)
06debf6373,jit,move __range_length and __derive_index to lite interpreter (#40533)
85b87df5ba,skip,Revert D22208758: [pytorch][PR] Report error when ATEN_THEADING is OMP and USE_OPENMP is turned off.
82e9318a16,improvements_frontend,Adjust CUDA memory leak test (#40504)
cf8a9b50ca,improvements_frontend,Allow ReflectionPad to accept 0-dim batch sizes. (#39231)
eae1ed99a3,caffe2,caffe2 | Fix building with `-Wrange-loop-analysis` on
88ea51c061,docs_frontend,doc string fix for torch.cuda.set_rng_state_all (#40544)
7038579c03,improvements_frontend,"Add batching rule for unsqueeze, squeeze, and transpose (#40455)"
43757ea913,improvements_frontend,Add batching rule for Tensor.permute (#40517)
c362138f43,vmap_frontend,Disallow passing functions that don't return Tensors to vmap (#40518)
7369dc8d1f,caffe2,Use CPU Allocator for reading from zip container
461014d54b,releng,"Unify libtorch_python_cuda_core_sources filelists between CMakeList, fbcode and bazel (#40554)"
f41173b975,quantization,[PyPer][quant] Add quantized embedding operators to OSS. (#40076)
4d40ec1480,jit,[PyTorch Error Logging][1/N] Adding Error Logging for Run_Method (#40535)
dfbf0164c9,distributed,Revert D22103662: [NCCL] Explicitly Abort NCCL Communicators on Process Group Destruction
e231405ef6,jit,[jit] Fix type annotations in select assignments (#40528)
c6e0c67449,jit,[PyTorch Error Logging][2/N] Adding Error Logging for Loading Model (#40537)
e180ca652f,typing_frontend,Add __all__ to torch/_C/_VariableFunctions.pyi (#40499)
b05c34259b,distributed,relax size check in flatten_for_scatter_gather (#40573)
c790476384,releng,"Back out ""Revert D22072830: [wip] Upgrade msvc to 14.13"" (#40594)"
ac79c874ce,caffe2,[PyTorch Operator] [2/n] Adding python test
5466231187,caffe2,Fixes lint (#40606)
547ea787ff,skip,[ONNX] Add eliminate_unused_items pass (#38812)
fab412a8f3,releng,Bump nightlies to 1.7.0 (#40519)
3ab60ff696,complex_frontend,Remove cpu vec256 for std::complex (#39830)
f1406c43fc,dispatcher,[papaya][aten] Fix compiler error: loop variable 'tensor' is always a copy because the range of type 'c10::List<at::Tensor>' does not return a reference. (#40599)
dfc7e71d13,mobile,[Selective Build] Apply query-based on instrumentation_tests
44bf822084,cpp,Add C++ standard version check to top level headers (#40510)
a4cabd1a3c,dispatcher,Generalize Python dispatcher testing API; disallow overwriting fallback (#40469)
a0ba7fb43e,dispatcher,Precompute entries in dispatch tables (#40512)
67c79bb045,jit,update schema to reflect aliasing behavior (#39794)
fc8bca094c,distributed,skip_if_rocm test_rnn in test_c10d_spawn.py (#40577)
10822116c5,releng,build docker image for CUDA11 (#40534)
fb5d784fb4,releng,Further reduce windows build/test matrix (#40592)
7676682584,caffe2,Fix illegal opcode bug in caffe2 (#40584)
5036c94a6e,jit,properly skip legacy tests regardless of the default executor (#40381)
b8f4f6868d,jit,[JIT] Remove dead store in exit_transforms.cpp (#40611)
0494e0ad70,dispatcher,"Back out ""Revert D21581908: Move TensorOptions ops to c10"" (#40595)"
edac323378,releng,Add special rules to launch docker image with RocM (#40632)
41ea7f2d86,memory_format_frontend,Add channels-last support to bundled_inputs (#36764)
375cd852fa,memory_format_frontend,Add a utility function for bundling large input tensors (#37055)
6debc28964,releng,Ignore error code from `apt-get purge` (#40631)
24a8614cac,docs_frontend,[Reland][doc] Add overflow notice for cuFFT on half precision (#40551)
47c72be3d7,improvements_frontend,Port /test/cpp_extensions/rng_extension.cpp to new operator registration API (#39459)
897e610c82,caffe2,FP16 rounding-to-nearest for row-wise SparseAdagrad fusion (#40466)
4102fbdf08,caffe2,[1/n] Allow dense NaN value in dper raw input processor output
15864d1703,distributed,Skip allreducing `local_used_maps_dev_` when `find_unused_param=False`
e368b11226,jit,[JIT] Remove dead stores in loopnest.cpp (#40626)
0a19534dd2,jit,[JIT] Remove dead store in quantization_patterns.h (#40623)
0309f6a4bb,jit,[quant][graphmode][fix] cloning schema in insert_observers (#40624)
61a8de77cf,quantization,[quant] aten::repeat work for quantized tensor (#40644)
411bc2b8d5,quantization,[quant][graphmode][fix] remove unsupported ops in the list (#40653)
ac8c8b028d,amd,[ROCm] restore jit tests (#40447)
68042c7466,typing_frontend,Skip mypy on pynightly if numpy-1.20.0-dev0... is used (#40656)
15be823455,caffe2,caffe2 | Revert range loop analysis fix
2456e078d3,visualization,[TB] Support custom run_name in add_hparams (#40660)
4c25428c8c,visualization,[TB] Add support for hparam domain_discrete
21991b63f5,th_aten_frontend,Migrate `dot` from the TH to Aten (CPU) (#40354)
1399655a98,skip,[Fix] torch_common target shared by lite-interpreter and full-jit
5377827b3e,skip,Revert D22275201: [Fix] torch_common target shared by lite-interpreter and full-jit
502ec8f7f7,skip,Revert D22227939: [TB] Add support for hparam domain_discrete
b4db529352,distributed,Fix wrong link in docs/source/notes/ddp.rst (#40484)
b35cdc5200,releng,"[Fix] torch_common target shared by lite-interpreter and full-jit"" and turn on query-based selective build (#40673)"
4121d34036,cpp,Python/C++ API Parity: Add impl and tests for ParameterDict (#40654)
4a174c83ca,jit,Add option to preserve certain methods during optimize_for_mobile. (#40629)
ed83b9a4be,typing_frontend,Change function parameter `self` to `input` in torch.__init__.pyi (#40235)
63e5a53b8c,improvements_frontend,DNNL: fix build error when DNNL using TBB threading pool (#40699)
fd90e4b309,releng,[CircleCI] Add RocM build/test jobs (#39760)
11a74a58c8,complex_frontend,Setter for real and imag tensor attributes (#39860)
9ca4a46bf8,improvements_frontend,Implement parallel scatter reductions for CPU (#36447)
6e1cf000b3,jit,[jit][oacr] Add some operators for Assistant NLU joint lite model (#40126)
0235676f8a,mobile,[pytorch][ci] run mobile code analysis on PR (#40247)
8f5b28674c,quantization,[JIT] Remove dead store in quantization_patterns.h (#40724)
d7cd16858f,docs_frontend,Add documentation about storage sharing is preserved and serialized f… (#40412)
9393ac011a,complex_frontend,[CUDA] addmm for complex (#40431)
53af9df557,dispatcher,Unify boxed function signature between jit and c10 (#37034)
01e2099bb8,visualization,[TB] Add support for hparam domain_discrete (#40720)
fabd60ec1a,dispatcher,Add comment with UNBOXEDONLY explanation to codegen (#40117)
a371652bc8,dispatcher,Allow to get string references to strings inside torch::List (#39763)
b9cca4b186,caffe2,fix range of results for pairwise operations (#40728)
31de10a392,caffe2,Int8FC dequantize fix (#40608)
4104ab8b18,new_features_frontend,Add `torch.count_nonzero` (#39992)
4a235b87be,build_frontend,pop warning message for cuda module when asan is built in (#35088)
2f94b7f95c,vmap_frontend,Initial vmap docstring (#40575)
a6a31bcd47,vmap_frontend,Enable `out_dims` for vmap frontend API (#40576)
3cc18d7139,releng,.circleci: Remove executor from windows uploads (#40742)
c56255499a,skip,Reverts running clang-tidy on ATen (#40764)
5923a802fa,skip,"Back out ""[pytorch][PR] [ONNX] Add eliminate_unused_items pass"""
ef5a314597,typing_frontend,[typing] fix register_buffer/parameter (#40669)
a303fd2ea6,complex_frontend,Let exp support complex types on CUDA and enable device/dtype in complex tests (#39087)
c3237c7a87,releng,Print hostname of RoCM tester (#40755)
f3949794a3,opbench,Prototype benchmarking util (#38338)
9ac0febb1f,releng,Pin torchvision version for doc_push (#40802)
1571dd8692,build_frontend,Refactor duplicated string literals (#40788)
e762ce8ecf,distributed,Avoid initializing `new_group` in test_backward_no_ddp. (#40727)
40e79bb1d3,releng,Update the version of ninja and scipy (#40677)
9d8dc0318b,caffe2,[pruning] add rowwise counter to sparse adagrad
0a75234934,new_features_frontend,Allow np.memmap objects (numpy arrays based on files) to be processed… (#39847)
29aef8f460,bug_fixes_frontend,Skip some error-producing exp tests that cannot be reliably reproduced (#40824)
0ddaaf6a92,caffe2,[codemod][caffe2] Run clang-format - 5/7
179dbd4f25,jit,[jit] preserve keys on dictionary input tracing (#40792)
8e0714a60d,profiler,[rfc] Reduce number of coin flips in RecordFunction (#40758)
0203d70c63,docs_frontend,[nit] fix some typo within documentation (#40692)
f13653db29,distributions,[Update transforms.py]use build-in `atanh` in TanhTransform (#40160)
2cf9fe2d92,bug_fixes_frontend,Remove more error-exposing tests in exp that cannot be reliably reproduced (#40825)
5f9e7240f5,dispatcher,Fix bug where explicitly providing a namespace never worked. (#40830)
fcadca1bda,improvements_frontend,serialization: validate sparse tensors after loading (#34059)
a0569ad8f8,mobile,[android][readme] Aar native linking add fbjni (#40578)
6aebd2c412,quantization,[quant][graphmode] Add FP16 quant support - Insert Noop Observers (#40708)
55b5ab14d3,quantization,[quant][graphmode] FP16 quant support - Insert cast operators (#40709)
26543e6caf,quantization,[quant][graphmode] FP16 quant support - Operator Fusion (#40710)
c73255801f,bug_fixes_frontend,Fix the autograd codegen for repeat function (#40766)
af34f2f63b,typing_frontend,Added missing generator argument in type annotation(pytorch#40803) (#40873)
49e12d888a,distributed,[NCCL - reland] Explicitly abort NCCL Communicators on Process Group Destruction (#40585)
ad30d465d5,releng,Move install_torchvision to common.sh so that it can be sourced. (#40828)
04b6e4273e,distributed,clang format reducer.cpp (#40876)
2f47e953f7,docs_frontend,Fixes #40158 (#40617)
d7c9f96e43,dispatcher,Optimize perf for calling ops with custom classes (#38257)
8f6e50d013,dispatcher,Make some more ops c10-full (#40747)
ea03f954ad,onnx,[ONNX] Add warning in ONNX export when constant folding is on in training-amenable mode (#40546)
59294fbbb9,caffe2,[caffe2] Reimplement RemoveOpsByType with SSA (#40649)
9fa1f27968,jit,[jit] Fix value association with dictionaries in the tracer (#40885)
591fffc524,typing_frontend,Type-annotate serialization.py (#40862)
1a74bb84f2,caffe2,Remove Int8FC diff restriction.
5db5a0f2bb,caffe2,Re-enable Caffe2 test `RoiAlignTest.CheckCPUGPUEqual` (#40901)
6aabd12390,improvements_frontend,fix issue #31759 (allow valid ASCII python identifiers as dimnames) (#40871)
6ae3cd0d9d,rpc,Configure RPC metrics handlers and pass them into Thrift RPC Agent (#40602)
b678666a04,docs_frontend,Add `module.training` to docs (#40923)
db39542509,skip,[2/n][Compute Meta] support analysis for null flag features
9f14e48834,caffe2,Override shape hints with real weight shape extracted from workspace (#40872)
af5bcba217,releng,.circleci: Build docker images as part of CI workflow (#40827)
ce63f70981,skip,[C2] Fixed a bug in normalization operator (#40925)
a7e09b8727,quantization,pytorch | Namespace init_win symbol in qnnpack.
81aebf380e,quantization,pytorch | Fix linking of qnnpack params on windows. (#40920)
dec3f918a0,th_aten_frontend,Migrate 'torch.dot' from TH to Aten (CUDA) (#40646)
b7517a76ba,improvements_frontend,rshift use default >> operator (#40545)
9cc73966b3,caffe2,[TVM] Fix build and sync with caffe2/caffe2/python/dlpack.h (#40888)
a1c234e372,skip,Revert D22330340: [C2] Fixed a bug in normalization operator
3c6b8a6496,skip,Revert D22360735: .circleci: Build docker images as part of CI workflow
f8d4878b3c,mobile,check for unsupported instructions when exporting mobile models (#40791)
3ca5849f0a,caffe2,Add serializer and deserializer for Int8QuantSchemeBlob and Int8QuantParamsBlob (#40661)
6095808d22,bug_fixes_frontend,fix pca_lowrank memory consumption (#40853)
28e1d241cd,releng,[pytorch] factor out binary size upload command (#40188)
ff17b83fd8,mobile,[pytorch][ci] add custom selective build flow for android build (#40199)
824ab19941,quantization,[quant][graphmode] Support quantization for `aten::apend` (#40743)
3890550940,rpc,[RPC tests] Fix @_skip_if_tensorpipe always skipping for all agents (#40860)
d0f2079b5e,distributed,[RPC tests] Remove world_size and init_method from TensorPipe fixture (#40814)
f9a71d3de4,distributed,[RPC tests] Align ddp_under_dist_autograd test with others (#40815)
f083cea227,distributed,[RPC tests] Fix file descriptor leak (#40913)
f3f113f103,quantization,[quant][graphmode][fix] Print the node in error message (#40889)
3b7df2388e,rpc,[RFC] Profile rpc_async call from JIT (#40652)
0790d11a18,typing_frontend,typing for tensor.T/grad_fn torch.Size (#40879)
8ecd4f36aa,jit,"fix __len__, __contains__, getitem inherited from interface class derived from nn container (closes #40603) (#40789)"
1e64bf4c40,releng,[CircleCI] Delete docker image after testing (#40917)
300a3aaaad,jit,[jit] move private implementation out of `jit/__init__.py` (#40807)
0deb2560b8,skip,"add eq.str, ne.str, and add.str ops (#40958)"
54d7a1e3f4,bug_fixes_frontend,Fix module dict key ordering (#40905)
450ba49653,releng,Add the missing `resource_class` key in the update_s3_htmls job (#41000)
063d5b0d3f,improvements_frontend,Remove get_fail_msg in test_dataloader.test_proper_exit (#40745)
0b9717b86a,build_frontend,"When linking libtorch_cpu.so, put AVX sources last in the input list (#40449)"
e1afa9daff,build_frontend,fix cmake bug (#39930)
46f5cf1e31,releng,Improve error reporting of AVX instruction in CI job (#40681)
73c5a78f43,caffe2,Test test_int8_ops_nnpi.py case typo fix. (#41008)
f6f3c0094a,skip,"Revert D22369579: add eq.str, ne.str, and add.str ops"
c935712d58,improvements_frontend,Use unbind for tensor.__iter__ (#40884)
c38a5cba0d,improvements_frontend,Remove duplicate assignment in collate.py (#40655)
e173278348,docs_frontend,Update quantization.rst (#40896)
7f60642bae,improvements_frontend,[pytorch] add manual registration for trace type (#40903)
0fbd42b20f,improvements_frontend,[pytorch] deprecate PYTORCH_DISABLE_TRACING macro (#41004)
d753f1c2e1,docs_frontend,"Fixes formatting of vander, count_nonzero, DistributedSampler documentation (#41025)"
e026d91506,jit,[JIT] Remove dead store in unpickler.cpp (#40625)
b9b4f05abf,jit,"[nvFuser] Working towards reductions, codegen improvements (#40864)"
35bd2b3c8b,docs_frontend,DOC: Clarify that CrossEntropyLoss mean is weighted (#40991)
945ae5bd7b,docs_frontend,Update the documentation of the scatter_ method with support for reduction methods. (#40962)
87f9b55aa5,improvements_frontend,Use explicit templates in `gpu_kernel_with_scalars` (#40992)
cbe52d762c,caffe2,Mish Activation Function (#40856)
c0f9bf9bea,jit,s/torch::jit::class_/torch::class_/ (#40795)
a78024476b,th_aten_frontend,Port `equal` from THC to ATen (CUDA) (#36483)
078669f6c3,caffe2,"Back out ""[2/n][Compute Meta] support analysis for null flag features"""
dac63a13cb,improvements_frontend,run single-threaded gradgradcheck in test_nn (#40999)
5d1d8a58b8,vmap_frontend,Enable `in_dims` for vmap frontend api (#40717)
63ef706979,build_frontend,[ATen] Add `native_cuda_h` list to CMakeLists.txt (#41038)
6b50874cb7,docs_frontend,Fix HTTP links in documentation to HTTPS (#40878)
6e4f501f1a,onnx,Improve error message for Pad operator (#39651)
b2cc8a2617,onnx,[ONNX]Fix export of full_like (#40063)
56396ad024,onnx,ONNX: support view_as operator (#40496)
50df097599,jit,Fix CUDA jit codegen compilation with gcc-5.4 (#41055)
4aa543ed2e,jit,Fix unordered-map-over-enum for GCC 5.4 (#41063)
a6b703cc89,build_frontend,Make `torch_cpu` compileable when `USE_TENSORPIPE` is not set. (#40846)
0e09511af9,typing_frontend,"type annotations for dataloader, dataset, sampler (#39392)"
a04af4dccb,skip,Revert D22396896: [pytorch][PR] run single-threaded gradgradcheck in test_nn
2d98f8170e,opbench,Add option to warn if elements in a Compare table are suspect (#41011)
733b8c23c4,quantization,Fix several quantization documentation typos (#40567)
452d5e191b,docs_frontend,Grammatically updated the tech docs (#41031)
00ee54d2a4,docs_frontend,Fix link to PyTorch organization (from Governance) (#40984)
630e7ed9cc,improvements_frontend,Splitting embedding_bag to embedding_bag_forward_only and embedding_bag (#40557)
0e6b750288,amd,Insert parentheses around kernel name argument to hipLaunchKernelGGL (#41022)
75155df8b4,docs_frontend,Doc warnings (#41068)
8d570bc708,distributed,Decouple DataParallel/DistributedDataParallel from CUDA (#38454)
93778f3b24,dispatcher,Expose certain methods in OpaqueTensorImpl. (#41060)
8f0e254790,improvements_frontend,"In interpolate, use if instead of elif (#37171)"
3c1c74c366,improvements_frontend,"In interpolate, move exceptional cases to the bottom (#37172)"
4dad829ea3,improvements_frontend,"In interpolate, inline the call to _interp_output_size (#37173)"
5e03a1e926,new_features_frontend,Add support for int[]? arguments in native_functions.yaml (#37174)
38b465db27,amd,ROCm 3.5.1 image (#40385)
eea535742f,new_features_frontend,Add bfloat16 support for nccl path (#38515)
a4fd4905c8,releng,bump docker version to more recent tag (#41105)
cc29c192a6,jit,"add ""aten::add.str"" op and remove two duplicated ops"
054e5d8943,releng,.circleci: Fix job-specs-custom docker tag (#41111)
a8bc7545d5,amd,use PYTORCH_ROCM_ARCH to set GLOO_ROCM_ARCH (#40170)
bce75a2536,caffe2,add first implementation of swish (#41085)
445128d0f2,docs_frontend,Add PyTorch Glossary (#40639)
bacca663ff,docs_frontend,Fix Broken Link in CONTRIBUTING.md (#41066)
3615e344a3,caffe2,Unit test case for the Int8FC to cover quantization scale errors. (#41100)
c55d8a6f62,complex_frontend,Remove std::complex from c10::Scalar (#39831)
3e01931e49,jit,[JIT] Separate to_backend API into libtorch and libtorch_python (#40839)
5a4c45f8d1,jit,[JIT] Move TestBackend to test directory (#40840)
6777ea19fe,jit,[JIT] Add support for backend-lowered submodules (#40841)
e2a291b396,skip,[JIT] Add out-of-source-tree to_backend tests (#40842)
6ef94590fa,quantization,match int8 quantization of nnpi (#41094)
e0e8b98c43,caffe2,Export logic op to pytorch
3d3fd13e04,quantization,[quant][graphmode][fix] filter for list append change (#41020)
e4fbcaa2bc,skip,[Codemod][FBSourceClangFormatLinter] Daily `arc lint --take CLANGFORMAT`
de4fc23381,jit,clean up duplicated op names (#41092)
03eec07956,vmap_frontend,Move error messages in-line in `_vmap_internals.py` (#41077)
dde18041a6,quantization,[quant][graphmode] Refactor quantization patterns (#40894)
6c9b869930,amd,"[ROCm] Skip Conv2d, Conv3d transpose fp16 test for ROCm3.5 (#41088)"
c93e96fbd9,jit,[jit] move script-related implementation out of torch/jit/__init__.py (#40902)
58d7d91f88,improvements_frontend,Return atomic (#41028)
131a0ea277,jit,Add version number to bytecode. (#36439)
2bc9ee97d1,skip,Revert D22418731: [JIT] Add out-of-source-tree to_backend tests
dfd21ec00d,skip,Revert D22418716: [JIT] Add support for backend-lowered submodules
ec58d739c6,releng,.circleci: Remove pynightly jobs
9d1138afec,dispatcher,Remove unnecessary atomic ops in DispatchStub (#40930)
af2680e9ce,skip,Update ShipIt sync
97052c5fa8,caffe2,Extend SparseAdagrad fusion with stochastic rounding FP16 (#41107)
10caf58a52,typing_frontend,[typing] tensor._version is int (#41125)
b8d2ccf009,improvements_frontend,Unify TensorOptions signatures (#39611)
3f32332ee6,jit,[JIT][Easy]move remove mutation to own file (#41137)
6725c034b6,skip,"Migrate addmm, addbmm and THBlas_gemm to ATen (#40927)"
c7768e21b1,skip,[JIT] Add GitHub workflow for importing issues to triage project (#41056)
04004bf10c,jit,"Fix a minor typo ""forget add"" -> ""forget to add"" (#41131)"
f71cccc457,improvements_frontend,test: Add option to continue testing through error (#41136)
302cf6835e,caffe2,[ROCm][Caffe2] Enable MIOpen 3D Pooling (#38260)
33e26656fa,mobile,list workaround for CREATE_OBJECT failure (#41129)
8e2841781e,jit,[easy] Use torch.typename in JIT error messages (#41024)
155fb22e77,improvements_frontend,Run single-threaded gradgradcheck in testnn (#41147)
bf9cc5c776,new_features_frontend,Add callback with TLS state API in futures (#40326)
7ff7c9738c,skip,"Revert D22418756: [pytorch][PR] Migrate addmm, addbmm and THBlas_gemm to ATen"
86f72953dd,skip,[Codemod][FBSourceClangFormatLinter] Daily `arc lint --take CLANGFORMAT`
690946c49d,jit,Generalize constant_table from tensor only to ivalue (#40718)
c038f8afcc,releng,Do not install nvidia docker for non-NVIDIA configs (#41144)
62cee0001e,jit,Move async + serialization implementation out of 'jit/__init__.py' (#41018)
07fd5f8ff9,skip,Create lazy_dyndeps to avoid caffe2 import costs. (#39488)
a318234eb0,improvements_frontend,Print raising warnings in Python rather than C++ if other error occurs (#41116)
df1f8a48d8,caffe2,add null check for c2 tensor conversion (#41096)
2252188e85,caffe2,[caffe2] Fix spatial_batch_norm_op dividision-by-zero crash (#40806)
7c29a4e66f,build_frontend,Don't add NCCL dependency to gloo if system NCCL is used (#41180)
c1fa74b2d7,quantization,[quant][refactor] test_only_eval_fn (#41078)
e84ef45dd3,jit,[JIT] Fix JIT triage workflow (#41170)
2cf31fb577,performance_frontend,Fix max_pool2d perf regression (#41174)
22f940b7bd,code_coverage,add clang code coverage compile flags (#41103)
1f1351488e,skip,Revert D21870844: Create lazy_dyndeps to avoid caffe2 import costs.
e374280768,skip,Use explicit templates in CUDALoops kernels (#41059)
a88099ba3e,docs_frontend,restore old documentation references (#39086)
bddba1e336,opbench,Add benchmark for add op. (#40059)
d6feb6141f,performance_frontend,[Vec256][neon] Add neon backend for vec256 (#39341)
82c9f79e0e,performance_frontend,Add fused add_relu op. (#39342)
c5dcf056ee,jit,JIT pass for add relu fusion. (#39343)
7c2c752e6d,skip,Revert D22458928: [pytorch][PR] Use explicit templates in CUDALoops kernels
a79b416847,caffe2,make Int8 FC bias quantization use round flush to infinity
df252c059c,caffe2,[ROCm] Skip caffe2 unique op test for rocm3.5 (#41219)
f6eb92a354,jit,Expose private APIs to enable/disable pickling ScriptModules without RPC (#39631)
75a4862f63,new_features_frontend,Added SiLU activation function (#41034)
8a79eec98a,mobile,Add add_relu fusion pass to optimize_for_mobile. (#40252)
08227072e2,opbench,Benchmark RecordFunction overhead on some models (#40952)
62e16934cb,caffe2,[caffe2] Add the dedup implementation of fused RowWiseAdagrad op on GPUs (#40282)
e568b3fa2d,bug_fixes_frontend,test nan and inf in TestTorchMathOps (#41225)
db38487ece,complex_frontend,Autograd Doc for Complex Numbers (#41012)
33f9fbf8ba,distributed,Modularize parsing NCCL_BLOCKING_WAIT in ProcessGroupNCCL (#41076)
4a09501fbe,caffe2,LogitOp LUT based fake FP16 Op. (#41258)
d927aee312,docs_frontend,Small clarification of torch.cuda.amp multi-model example (#41203)
75b6dd3d49,caffe2,Wrap Caffe2's SparseLengthsSum into a PyTorch op (#39596)
a548c6b18f,skip,add check for duplicated op registration in JIT (#41214)
9b0393fcf1,onnx,[ONNX]Fix export of flatten (#40418)
16c8146da9,skip,Self binning histogram (#40875)
cb6c3526c6,th_aten_frontend,"Migrate addmm, addbmm and THBlas_gemm to ATen (#40927)"
0651887eb4,improvements_frontend,Improve repr for torch.iinfo & torch.finfo (#40488)
7c143e5d3e,releng,Reducing size of docker Linux image (#41207)
9daba76ba1,improvements_frontend,Change to.dtype_layout to c10-full (#41169)
dd0c98d82a,onnx,[ONNX]Add tests for ConvTranspose 1D and 3D (#40703)
7bae5780a2,skip,Revert D22329069: Self binning histogram
1f2e91fa4f,bug_fixes_frontend,Impilcit casting resulting internal build failure. (#41272)
ce3ba3b9bc,jit,[JIT] Add support for backend-lowered submodules (#41146)
48d6e2adce,performance_frontend,Disable the mkldnn for conv2d in some special cases (#40610)
abea7cd561,build_frontend,msvc anonymous namespace bug (#41199)
ac3542fa59,build_frontend,Define PSIMD_SOURCE_DIR when including FP16 (#41233)
67f5d68fdf,skip,Revert D22465221: [pytorch][PR] Reducing size of docker Linux image
6cbb92494d,build_frontend,Better THGeneric.h generation rules in bazel (#41285)
877a59967f,improvements_frontend,Ampere has CUDA_MAX_THREADS_PER_SM == 2048 (#41138)
1c098ae339,typing_frontend,Fix arg type annotations in jit.trace and onnx.export (#41093)
d1f06da9b7,caffe2,Solve log2(x:int) ambiguity by using log2(float(x)) (#41295)
095886fa42,caffe2,[caffe2] Fix the issues when using CUB RadixSort (#41299)
a1ed6e1eb3,skip,Revert D22467871: add check for duplicated op registration in JIT
e544bf2924,caffe2,fix the range of the random weights used in the int8fc test (#41303)
28291d3cf8,caffe2,[caffe2] Revert D22220798 (#41302)
c864158475,caffe2,Add fp16 support to SparseLengthSum PyTorch operator (#41058)
edcf2cdf86,quantization,[quant] dequantize support list and tuple of tensors (#41079)
106b0b6a62,caffe2,Op to create quant scheme blob (#40760)
4b4184fc69,quantization,[quant][graphmode] use RemoveMutation to remove append (#41161)
402be850a8,quantization,[quant] Adding zero point type check for per channel quantization (#40811)
5e72ebeda3,quantization,Fake Quantization Per Tensor Kernel Core Implementation (CPU) (#41029)
fa153184c8,quantization,Fake Quantization Per Channel Kernel Core Implementation (CPU) (#41037)
98df9781a7,new_features_frontend,Impl for ParameterList (#41259)
67a4f375cd,caffe2,Pass the number of indices but not embedding size in PyTorch operator (#41315)
dea39b596e,caffe2,reduce logging for layernorm (#41305)
86d803a9da,releng,.cirlceci: Setup nvidia runtime for cu as well (#41268)
