592b398e82,skip,Untopiced,[AutoAccept][Codemod][FBSourceGoogleJavaFormatLinter] Daily `arc lint --take GOOGLEJAVAFORMAT`
84cf3372d1,skip,Untopiced,[AutoAccept][Codemod][FBSourceClangFormatLinter] Daily `arc lint --take CLANGFORMAT`
72bc3d9de4,cuda,new_features,"Use MTA for amp grad unscaling, enforce op math type in MTA functors, and allow op lambdas (#44778)"
a242ac8c27,skip,Untopiced,Update torchvision version to current latest master (#45342)
41bd5a5ee0,skip,Untopiced,Switch all Sequences in tools.codegen.model to Tuple (#45127)
4583edb5d6,skip,Untopiced,Add NativeFunction.signature and kind. (#45131)
77cd8e006b,complex_frontend,new_features,Added support for complex torch.symeig (#45121)
1efdbfabcc,python_frontend,docs,[docs] Fix back quote rendering in loss modules docs (#45662)
381f6d32a7,python_frontend,docs,[docs] Fix hyperlinks for nn.CrossEntropyLoss (#45660)
03e4e94d24,fx,improvements,Find single partition (#45429)
4564444c91,caffe2,Untopiced,[RFC][caffe2] TaskGroup.__repr__ shouldn't have side effects
93be03cec0,quantization,bug_fixes,[quant] torch.mean add path for unsupported QNNPACK modes (#45533)
5959de3aeb,build_frontend,bug_fixes,setup: Only include dataclasses for py < 3.8 (#45611)
18253f4a48,caffe2,Untopiced,Fix BUILD_CAFFE2 if FBGEMM and NNPACK are not built (#45610)
4f685ecc25,fx,new_features,[reland][quant][graphmode][fx] Merge all quantization mode (#45292) (#45672)
de3a48013a,autograd_frontend,bug_fixes,Use CAFFE2_USE_MSVC_STATIC_RUNTIME to determine when to avoid waiting for global destructors on Windows (#43532)
e8e0fca99e,skip,Untopiced,[iOS][CI] Update the dev cert (#45651)
0de5824f36,skip,Untopiced,[iOS][CI] Upgrade xcode version to 12.0 (#45677)
0393a1e8b9,jit,improvements,add an indexer to SymbolicShape (#45450)
cbdba7cc1e,jit,improvements,win job for the legacy executor (#45612)
4c1e50eb5c,jit,bug_fixes,remove skip annotations since we already disabled the tests wholesale (#45698)
fc4209bd4f,skip,Untopiced,Fix the bucketization wrong doc for right argument (#45684)
a015ba8dd5,dispatcher,improvements,migrating the take() fn from TH to ATen (#45283)
1552a926a3,dispatcher,improvements,migrate cuda implementation of take() from TH to ATen (#45430)
f6dc256bc6,fx,docs,example of splitting up an FX graph into smaller subgraphs with own submodules (#45404)
36de05dbf6,skip,Untopiced,"passing all arguments to sccache wrapper script should be quoted as ""$@"" (#45582)"
402caaeba5,python_frontend,docs,[docs] Update docs for NegativeBinomial (#45693)
a0d08b2199,jit,improvements,Set the default bailout depth to 20 (#45710)
04526a49d3,quantization,new_features,[quant] creating quint4x2 dtype for quantized tensors (#44678)
1a2d3b6a75,quantization,new_features,[quant] PerChannelFloatQParams support for quint4x2 dtype (#45594)
9201c37d02,performance_as_product,improvements,Use addmm directly for 1x1 convolution (#45557)
6e2eee2b9d,dispatcher,improvements,Add faithful C++ API (#44087)
82cc86b64c,dispatcher,improvements,VariableKernel calls into scattered C++ api (#44158)
c703602e17,python_frontend,docs,make broadcasting explanation clearer in matmul doc: #22763 (#45699)
869b2ca048,python_frontend,docs,some documentation and style fixes to smooth_l1_loss (#45587)
4d08930ccb,python_frontend,improvements,remove beta defaulting in smooth_l1_loss_backward. added to the bc whitelist (#45588)
888f3c12e7,skip,Untopiced,Test torch.svd using complex float and double numbers (#45572)
24187a0b42,quantization,improvements,Enable type check for torch.quantization.fake_quantize (#45701)
ad31068fe9,skip,Untopiced,Add a distributed package reviewer (#45744)
b234acd414,caffe2,Untopiced,Exposes SparseToDenseMask Caffe2 Operator (#45670)
cdf93b03de,jit,improvements,Add string versions of argument funcs in jit Node (#45464)
6e43f0db8b,distributed,devs,Use correct signatures for METH_NOARGS. (#45528)
a052597e6c,skip,Untopiced,Bump nightlies to 1.8.0 (#45696)
3799ba83e5,distributed,docs,[Docs] Adding Store API Docs (#45543)
6acd7b686c,skip,Untopiced,adding sharding option to run_test.py (#45583)
7726754e70,python_frontend,docs,Add function signature for pixel_shuffle (#45661)
db8b076272,python_frontend,docs,Change signature for torch.poisson (#45656)
322855e380,quantization,improvements,type check for torch.quantization.observer (#45630)
f8c1ca5dd8,distributed,improvements,Enable NamedTuple data type to work with DDP (#44220)
5a47a2126d,skip,Untopiced,Revert D24018160: [pytorch][PR] Test torch.svd using complex float and double numbers
e3d2defdc8,skip,Untopiced,[te] Get llvm codegen to compile with llvm9 and llvm-fb (#45726)
7d809f5d8e,skip,Untopiced,Update backward definition for more operators and reenable tests in test_ops.py (#44444)
c31066ac9d,caffe2,Untopiced,Torch Integration Test Formatting Changes (#45740)
73e9daa35f,caffe2,Untopiced,[caffe2] Optimize Dedup version of RowWiseSparseAdagrad fused op by WarpReduce (#45649)
d150d3e276,jit,improvements,Make sure each warnings.warn only executes once inside TorchScript. (#45382)
8cb7280242,skip,Untopiced,"Revert ""Remove device maps from TensorPipe for v1.7 release (#45353)"" (#45762)"
2fa062002e,cpp_frontend,new_features,CUDA BFloat16 infrastructure (#44925)
53aea60bce,fx,improvements,[FX] Make output a non-special Node (#45599)
31621c828d,jit,bug_fixes,Fix JIT tests when run locally in fbcode (#45776)
546aab66c1,skip,Untopiced,Revert D24027761: Update backward definition for more operators and reenable tests in test_ops.py
2b48dd168d,jit,improvements,[StaticRuntime] Integrate Static Runtime into PyTorchPredictor (#45640)
d8a9c2c27e,skip,Untopiced,[iOS][CI] Fix the timeout for nightlies (#45798)
3a27fc966a,complex_frontend,improvements,Test torch.svd using complex float and double numbers (take 2) (#45795)
ff568a0e6b,skip,Untopiced,Revert D24072697: [te] Get llvm codegen to compile with llvm9 and llvm-fb
24fa2daea6,jit,improvements,Revert D24100389: Revert D24072697: [te] Get llvm codegen to compile with llvm9 and llvm-fb
8a6b919163,jit,bug_fixes,[StaticRuntime] Fix broken tests (#45813)
2ab74a4839,fx,improvements,[FX] Make Tracer.trace() just return a Graph (#45704)
e1ff46b6e5,cuda,new_features,CUDA BFloat16 TopK (#44755)
f65ab89edd,python_frontend,new_features,[numpy] Add torch.nan_to_num (#44592)
e829d4fba9,benchmark,bug_fixes,[op-bench] fix jit mode (#45774)
3ab88c3903,jit,new_features,Enable TorchBind tests on ROCm (#45426)
162717e527,skip,Untopiced,grammatically update index.rst (#45801)
cf48872d28,caffe2,Untopiced,[C2] Add string equality operator
adc21c6db2,jit,improvements,Rename jobs and cli switches for testing GraphExecutor configurations to something a little bit more sensical. (#45715)
ffbffc0436,autograd_frontend,docs,fixed formatting in function rstrings in torch.autograd.functional (#45849)
14e6e50700,skip,Untopiced,Refactor computeLRWorkDim (#45812)
21fa877026,quantization,improvements,[quant][test] Remove numeric equivalence test for debug and non-debug option (#45852)
c80ec91b00,skip,Untopiced,[iOS] Bump up the cocoapods version (#45862)
a83696ad53,quantization,docs,quant docs: add API summary section (#45848)
9f4abcad9d,skip,Untopiced,Automated submodule update: FBGEMM (#45713)
f11f9a8c1f,python_frontend,improvements,[pytorch][improvement] Improve torch logging to identify problematic key (#45766)
9a668f94bb,jit,improvements,[jit] allow slicing multiple dimensions with indicies (#45239)
519c086418,caffe2,Untopiced,Revert D24042344: [C2] Add string equality operator
f18cc9c57d,jit,improvements,Change type inferred from empty annotation (#45360)
5177f8de2b,skip,Untopiced,Revert D23398534: [pytorch][PR] [ONNX] Improve error handling for adaptive_pool
26a9012f84,fx,improvements,[fx] import used modules for code gen (#45471)
78f055272c,python_frontend,docs,[docs] Add 3D reduction example to tensordot docs (#45697)
4ab73c1f74,python_frontend,docs,[docs] Fix EmbeddingBag docs (#45763)
54aaffb7c7,autograd_frontend,bug_fixes,Avoid NaN values in torch.cdist backward for p<1 (#45720)
1558a3657b,cuda,new_features,Add LazyNVRTC (#45674)
b04ae953b4,fx,new_features,[FX][WIP] Mutable Graph APIs (#45227)
59083d6176,distributed,new_features,[NCCL] Support NCCL Send/Recv (#44921)
10d86d1196,distributed,new_features,[NCCL] create NCCL communicator for send/recv on demand (#44922)
bf85642c4c,autograd_frontend,bug_fixes,Remove lock from GraphTask::set_exception_without_signal. (#45867)
7eb0a71484,skip,Untopiced,update persons of interest (#45803)
e4efc420ae,python_frontend,docs,Correct `Categorical` docstring (#45804)
d44eaf63d1,python_frontend,new_features,torch.fft helper functions (#44877)
2fbe5971b3,skip,Untopiced,[pytorch/cuda] apply 16-bit mask to the index for device guard registry (#45485)
8a1e100466,skip,Untopiced,Stricter backward compatibility check (#45773)
8bc0c755be,skip,Untopiced,adding option to move excluding to run_test.py instead of test.sh (#45868)
67889db8aa,build_frontend,docs,Replaced BLACKLIST with BLOCKLIST (#45781)
be137e45cd,skip,Untopiced,reorganizing tests so that test1 and test2 are balanced in timing (#45778)
b1373a74e0,cuda,improvements,Don't export enums for CUDA sources on Windows (#45829)
a09e1098e7,mobile,new_features,Profiling allocator for mobile. (#43951)
9728584cca,skip,Untopiced,Replaced whitelist with allowlist (#45796)
abedd9a274,jit,bug_fixes,Reduce size of test_unsqueeze to resolve consistent timeout issue (#45877)
3510f19c5f,skip,Untopiced,added some more details + debugging steps to CONTRIBUTING.md (#45903)
001a7998b4,skip,Untopiced,Disabling XNNPACK integration test in tsan mode (#45850)
d1fc1555d4,quantization,new_features,[quant] Add quantized::leaky_relu that takes scale/zero_point as input (#45702)
930bddd403,skip,Untopiced,Cleanup nccl.cpp (#45899)
8b7ee33ee6,quantization,new_features,[quant] Add quantized LeakyReLU module (#45711)
ba642d36ff,python_frontend,improvements,ReplicationPad accepts 0-dim batch size. (#39137)
fcc7f272de,cuda,bug_fixes,maximum number of threads per block for sm_86 is 1536 (#45889)
fb50fcaa82,caffe2,Untopiced,[C2] Add string equality operator (#45886)
0da6730f02,fx,new_features,[quant][graphmode][fx][eagermode] Add leaky relu support in quantization workflows (#45712)
64681d6bec,distributed,improvements,Add all remaining method declarations from torch.distributed Python API to C++ (#45768)
3fbddb92b1,caffe2,Untopiced,caffe2/plan_executor: wait for 1 minute after exception and then abort (#45297)
c1af91a13a,caffe2,Untopiced,[caffe2] SliceOp axes indexing fixes. (#45432)
a69a78daa2,foreach_frontend,improvements,Use smaller N to speed up TestForeach (#45785)
e154b36685,python_frontend,bc_breaking,Standardized clamp kernels to Numpy-like implementation (#43288)
a3662fa78c,autograd_frontend,improvements,Minor gradcheck update to reduce computations (#45757)
255b0e839f,cuda,docs,C++ APIs CUDA Stream Note (Set/Get part) (#45754)
5072728d88,jit,improvements,Fix stride printing/parsing formatting (#45156)
14997f2125,fx,improvements,[quant][graphmode][fx] Add warning for unsupported case (#45714)
5ff31620b7,jit,improvements,[te] Add a 2D convolution example test (#45514)
50f89578dd,jit,improvements,[te] Add a benchmark harness (#45875)
f2e569461b,jit,improvements,[te] Tiled (m=32 x n=32) gemm benchmark (#45905)
624084e6d6,jit,improvements,[te][llvm] Enable fused multiply-add (fma) in code generation (#45906)
f5e70a7504,skip,Untopiced,fix test flakiness caused by sys.getrefcount(None) (#45876)
49af421143,benchmark,improvements,Embed callgrind headers (#45914)
4fdba30500,jit,new_features,[JIT] Add API for ignoring arbitrary module attributes (#45262)
e8d8de32b4,jit,new_features,[StaticRuntime] Implement StaticRuntime::benchmark (#45639)
5c283fa292,quantization,new_features,[quant] Add 4-bit embedding_bag prepack/unpack support using quint4x2 (#45751)
11c32611d7,quantization,improvements,[quant] Support 4-bit embedding_bag operators using the dtype quint4x2 (#45752)
43dc7ef933,quantization,improvements,[quant] Support for 4-bit quantized EmbeddingBag module (#45865)
1b31ed3ad6,quantization,improvements,[quant] Refactor qembeddingbag to remove duplicate code (#45881)
8b39498a23,dispatcher,devs,codegen: Allow string arguments to have defaults (#45665)
ed1552a48f,python_frontend,docs,Add note about in-place weight modification for nn.Embedding (#45595)
317b6516bc,quantization,improvements,[quant] Add quantized::sigmoid that take output_scale/output_zero_point as input (#45882)
205ab49612,package,improvements,[packaging] simpler dependency plotting (#45686)
8cdb638c62,fx,new_features,[FX] Track use nodes in Node (#45775)
be45c3401a,jit,improvements,[JIT] Make objects throw Python AttributeError on nonexistant attr access (#45911)
bb99bea774,build_frontend,devs,Compress NVCC flags for Windows (#45842)
5640b79bf8,cuda,improvements,Allow consumer ops to sync on GraphRoot's gradient (#45787)
1bb2d41b68,skip,Untopiced,Revert D20850851: caffe2/plan_executor: wait for 1 minute after exception and then abort
5ce31b6f3f,onnx,improvements,[ONNX] Improve error handling for adaptive_pool (#45874)
5a2773702f,skip,Untopiced,add test sharding to CUDA on linux (#45972)
b186831c08,skip,Untopiced,Automatic update of fbcode/foxi to 6a4e19a2aaf7ae4b9fa9597526e65b395d5e79ad (#45951)
30bf799f9c,python_frontend,docs,`torch.matrix_exp` doc fix (#45909)
83d2c9a232,quantization,new_features,[quant] Add quantized Sigmoid module (#45883)
8fb32b9f55,skip,Untopiced,Parametrize # of longest tests in print_test_stats (#45941)
c8d76ff7dc,skip,Untopiced,Improve logging in ProcessGroupNCCL for debugging purposes. (#45780)
0927e02a6a,caffe2,Untopiced,[caffe2] Do not run RemoveOpsByType on recurrent networks (#45986)
ce82b522c8,dataloader_frontend,improvements,Define objects using classes instead of namedtuples in torch.utils.data._utils.worker (#45870)
de0d0bd5ee,skip,Untopiced,Revert D24093032: Improve logging in ProcessGroupNCCL for debugging purposes.
72e4f51bc0,jit,bug_fixes,[JIT] fix dict update (#45857)
c86655a815,jit,bug_fixes,[JIT] Fix Dict bug in constant hashing (#45929)
a36f11a3a5,caffe2,Untopiced,[FakeLowP] T76913842 Make AddFakeFp16 take int inputs (#45992)
19da1d22fe,jit,new_features,"[NNC] Registerizer V2, supporting partial and conditional replacement (#45574)"
154347d82f,distributed,docs,Fix distributed documentation for asynchronous collective Work objects (#45709)
903acc6b83,cuda,improvements,"CUDA BFloat16 support of clamp, remainder, lshift, rshift (#45247)"
c59c4b0d77,skip,Untopiced,Fix cholesky TF32 tests (#45492)
81d40aaf96,skip,Untopiced,Add `[zc]heevd` to the list of MKL symbols exported from torch_cpu (#46002)
00b8ebe60c,fx,new_features,[FX] Preserve type annotations on generated code in Graph (#45880)
8d14b50e94,skip,Untopiced,codegen: Improve array default handing (#45163)
ef4817fe5a,python_frontend,new_features,"Add `tensor_split` function, based on `numpy.array_split` (#45168)"
c19b9cd18d,distributed,new_features,Add torch::cuda::ncll::all2all (#45900)
99d3f37bd4,autograd_frontend,improvements,Run gradgradcheck on torch.fft transforms (#46004)
a92b49f7c8,caffe2,Untopiced,[Onnxifi] Don't throw exception when we cannot write out debug files (#45979)
c9caa828f5,skip,Untopiced,Throw special exception when backend compilation is met with fatal error (#45952)
b65ffa365c,jit,devs,[TensorExpr] Nuke `Function` class and directly use `Tensor` instead. (#45936)
598caddd93,jit,improvements,"[TensorExpr] Add shorthand versions for `splitWith{Mask,Tail}` functions. (#45946)"
29da553dd9,jit,improvements,[TensorExpr] Loopnest: unify intermediate_tensors_ and temp_bufs_. (#45947)
1036b77416,jit,improvements,[TensorExpr] LoopNest: replace output_tensors_ with output_bufs_. (#45948)
6e4de44501,jit,improvements,[TensorExpr] LoopNest: add a constructor that takes Stmt instead of list of Tensors. (#45949)
9dc9a55bc4,jit,bug_fixes,Fix TypeError when torch.jit.load is passed a pathlib.Path (#45825)
d93cae00f2,skip,Untopiced,[HTE @ clang-tidy] Enable clang-tidy configs inheretence for caffe2 project
52f2db752d,python_frontend,docs,unify reproducibility notes (#45748)
acca11b898,jit,bug_fixes,[torchscript] Verbose logging of code location causing the error (#45908)
7d4f5060ad,benchmark,docs,Fix doc about operator benchmark (#45853)
735d5b8907,complex_frontend,new_features,Add complex32 dtype support to CPU/GPU implementation of (#45339)
ea4fbb2e5e,jit,improvements,[StaticRuntime] Replace hashtable based workspace with vector<IValue> (#45892)
283ae1998c,skip,Untopiced,Pin libuv to 1.39 in Windows CI in order to keep version alignment in read me document (#46015)
40828b68e1,skip,Untopiced,Revert D24099167: [HTE @ clang-tidy] Enable clang-tidy configs inheretence for caffe2 project
d3d8da7a8e,cuda,new_features,Enable CUDA Fuser for ROCm (#45965)
d360402f34,skip,Untopiced,"Use out variants of functions used by linalg.norm, where possible (#45641)"
298e0e0d57,caffe2,Untopiced,Refactor gather_ranges_to_dense from Python to C++ (#46021)
636eb18029,python_frontend,new_features,Fixed median nan propagation and implemented nanmedian (#45847)
1b97ffa07a,jit,bug_fixes,[1/3] [JIT] Make sure fusion occurs in test_tensorexpr file (#45788)
564296f051,jit,improvements,[2/3] [JIT] Make sure fusion occurs in test_tensorexpr (#45789)
338283057b,jit,improvements,[JIT] [3/3] Make sure fusion occurs in test_tensorexpr (#45790)
1197a38a63,jit,new_features,[JIT] Bind log1p and lgamma (#45791)
5f7545adf6,skip,Untopiced,Update randomtemp to v0.3 (#46025)
f010df35e5,complex_frontend,new_features,Added CUDA support for complex input for QR decomposition (#45032)
8e8fb8542e,skip,Untopiced,upgrade clang-tidy to 11 (#46043)
402abdfdf4,jit,improvements,[NNC] cacheAccesses transform (cache_reads + cache_writes) (#45869)
59e4803b94,caffe2,Untopiced,Recommit: caffe2/plan_executor: wait for 1 minute after exception and then abort (#45981)
ddcacc736d,skip,Untopiced,Do not rebase select nighly builds on top of master (#46038)
64b0686986,caffe2,Untopiced,Expose ChannelShuffle (#46000)
0cf0b5f2e8,skip,Untopiced,Minor refactor to normalize assignments (#45671)
8c80ee8ba5,quantization,improvements,[quant] Set sparse to False for embedding_bag ops in graph mode (#45997)
31888b2e77,quantization,improvements,[quant][pyper] Rename the sparse argument for embedding_bag ops (#46003)
c6672a608b,caffe2,Untopiced,caffe2 missing cctype header (#46052)
2b204e6db3,fx,improvements,[quant][fx][graphmode] Run symbolic_trace in quantization (#45919)
c86ee082a2,python_frontend,docs,torch.fft: Add helper functions section to docs (#46032)
96d48178c8,distributed,improvements,Make pipeWrite and pipeRead noexcept (#45783)
b7f7378b2d,distributed,improvements,[NCCL] support send/recv to/from self when communicator is created on demand (#45873)
8cd3857bc7,cuda,improvements,[NCCL] Add torch::cuda::nccl::send/recv (#45926)
487624e369,caffe2,Untopiced,[caffe2] plan executor error propagation test with blocking cancellable op (#45319)
f363a2e106,skip,Untopiced,Mark top 3 slowest tests as slow (#46068)
0983ddbfd2,skip,Untopiced,add sharding option to test framework (#45988)
87226f72d2,caffe2,Untopiced,[caffe2] temp remove ErrorPlanWithCancellableStuckNet (#46080)
a5c0dbc519,jit,new_features,Add support for Softmax. (#45286)
c734961e26,python_frontend,improvements,[cpp-extensions] Ensure default extra_compile_args (#45956)
9443033e71,skip,Untopiced,Automated submodule update: FBGEMM (#46079)
9fb8e33a5b,skip,Untopiced,[AutoAccept][Codemod][FBSourceClangFormatLinter] Daily `arc lint --take CLANGFORMAT`
c83314e982,distributed,improvements,[ci-all tests] Improve logging in ProcessGroupNCCL for debugging purposes. (#46010)
59414b359d,python_frontend,docs,Document fix for logspace and linspace (#46056)
f8b3af21f2,python_frontend,new_features,Allow Tensor-likes in torch.autograd.gradcheck (#45732)
0ddcc0ce35,dispatcher,devs,Add alias dispatch key DefaultBackend. (#45718)
da033e0b2d,caffe2,Untopiced,[Caffe2] use new fbgemm sparse adagrad interface with temp name (#46089)
3ffd2af8cd,distributed,improvements,Add exception classification to torch.multiprocessing.spawn (#45174)
281463ba0b,distributed,improvements,[NCCL] Enable send/recv tests (#45994)
2fa91fa305,jit,bug_fixes,[NNC] Fix crash when simplifying certain subtractions (#46108)
e33d455ef7,distributed,devs,[Distributed] Set smaller Store timeouts to make c10d tests run faster (#46067)
d811d4d7ba,dispatcher,devs,Support DefaultBackend keyword in native_functions.yaml. (#45719)
c73af6040e,fx,improvements,[FX] Make `graph_copy` examine existing values in val_map (#46104)
7094c09ff7,quantization,improvements,quantizaton: add API usage logging (#46095)
172036a565,distributed,improvements,[NCCL] Add Error log when ProcessGroupNCCL takes down process upon (#44988)
34951e9adc,caffe2,Untopiced,[shape inference] adding a new flag to the struct
5e4b3dd25a,skip,Untopiced,Automated submodule update: FBGEMM (#46125)
689499ffa8,build_frontend,improvements,remove duplicate autograd srcs (#46059)
43fe45ab0f,benchmark,new_features,[JIT] Add dynamic shape benchmark for NV Fuser (#46107)
b7261de0df,jit,improvements,[pytorch][te] Add compilation time benchmark (#46124)
9f743015bf,dispatcher,docs,a few more comments on dispatch key computation methods (#46128)
4c87d337af,caffe2,Untopiced,[Caffe2] use the real new fbgemm sparse adagrad interface (#46132)
496d72d700,jit,bug_fixes,[TensorExpr] Disable and/or fix some failing tests. (#46146)
a0a8bc8870,python_frontend,docs,Fix mistakes and increase clarity of norm documentation (#42696)
bbb3f09377,skip,Untopiced,Automated submodule update: FBGEMM (#46151)
1a99689d71,caffe2,Untopiced,[caffe2] Fix preprocessor checks for FMA
3883cdb87e,caffe2,Untopiced,TensorInferenceFunction checks
e1f74b1813,skip,Untopiced,Fix mkldnn build on legacy x64 arch (#46082)
6ba6ecb048,dispatcher,improvements,Only use hacky_wrapper_for_legacy_signatures if an op needs it (#45742)
6a001decf2,quantization,new_features,[quant][test] Add mul_scalar test (#46106)
146721f1df,python_frontend,docs,Fix typing errors in the torch.distributions module (#45689)
9202c44379,python_frontend,bug_fixes,Fix error in Binomial to retain lazy logit initialization (#46055)
8d5256e6dd,python_frontend,improvements,Made exception message for torch.LongTensor() legacy constructor more readable (#46147)
85c3ba5588,caffe2,Untopiced,[caffe2] add PlanExecutorTest ErrorPlanWithCancellableStuckNet (#46110)
ba78eb80ff,skip,Untopiced,including tensorexpr tests in CI for all configs (#46188)
8de9aa196a,skip,Untopiced,clean up dataclasses installation to only <3.7 (#46182)
c02efdefa8,complex_frontend,new_features,adding complex support for distributed functions and . fix #45760 (#45879)
b98e35948f,skip,Untopiced,fix test_serialization not working with Windows. (#46120)
bed3b40523,python_frontend,new_features,Implement ravel (#46098)
87a4baf616,quantization,new_features,[pt][quant] Support either min or max in qclamp (#45937)
ee3d3e6dba,distributed,new_features,[pytorch][PR][Gradient Compression] Reduce the peak memory of fp16 compression provided by ddp comm hook (#46078)
31ee5d8d8b,dataloader_frontend,docs,Adding information how to control randomness with DataLoader (#45749)
88dcb95e22,fx,improvements,[fx] use a linked list for nodes (#45708)
66505b64a5,cuda,bug_fixes,Fix incorrect CUDA `torch.nn.Embedding` result when max_norm is not None and indices are not sorted (#45248)
4ad4715643,skip,Untopiced,Fix JIT test config (#46230)
ba1e0a88bb,skip,Untopiced,Use const-references in nodes_to_rewrite range loop
1f9ddf64d2,skip,Untopiced,Update native_functions.yaml to add DefaultBackend. (#45938)
e6d30c89c1,skip,Untopiced,Revert D24165889: Update native_functions.yaml to add DefaultBackend.
7f6a1b2bd5,fx,new_features,[quant][fx][graphmode][api] Change API for custom module (#45920)
a277c097ac,mobile,new_features,[iOS][GPU] Add Metal/MPSCNN support on iOS (#46112)
a3caa719af,python_frontend,new_features,fix #45552 - adding add_done_callback(fn) to torch.futures.Future (#45675)
9079aea1ac,dispatcher,devs,Rewrite implementation of faithful cpp signatures (#45890)
944eb0e31d,skip,Untopiced,Add NativeFunctionGroup (#45918)
527a8bee02,dispatcher,devs,Reorder dispatcher/legacy_dispatcher types (#45973)
8d5c899b19,dispatcher,devs,Rename legacy_dispatcher to native. (#45974)
f086032676,dispatcher,improvements,Remove unnecessary byte-for-byte compatibility code that is not needed. (#45975)
d705083c2b,dispatcher,devs,Refactor dispatcher and native to use Signature structure. (#45990)
5741de883a,cuda,new_features,Define the record_stream method in native_functions.yaml (#44301)
1a57b390e8,foreach_frontend,new_features,"Add torch._foreach_maximum(TensorList, TensorList) & torch._foreach_minimum(TensorList, TensorList) APIs (#45692)"
ad376f1a62,python_frontend,bug_fixes,trying to make pow work for tensor raised to the power of a scalar (#46185)
faa9c22a51,skip,Untopiced,Support pytest for distribution testing (#45648)
5604997b09,quantization,devs,[quant][refactor] Alphabetize the entries in the quantized import (#46218)
fc846db667,skip,Untopiced,.circleci: Fix android publish snapshot job (#46266)
7b7f2519d9,python_frontend,improvements,Use storage.cpu() for moving storage to CPU in serialization. (#46028)
95ccf34fb9,quantization,bug_fixes,[quant][graph][fix] Set type for GetAttr nodes in remapTypes (#46250)
dac680721c,skip,Untopiced,Automated submodule update: FBGEMM (#46271)
67a0c0af27,quantization,new_features,[quant][fx][graphmode] Add prepare_custom_config_dict and convert_custom_config_dict (#46223)
a37f2749cd,dispatcher,performance,Avoid computing AutogradKey if not needed. (#46252)
1c3e335c4b,quantization,performance,[pytorch][glow][NNPI] Using int32 as indices for embedding_bag operators (#45878)
2118d58d45,skip,Untopiced,Add some more docs to expecttest. (#46263)
5c67cc7a9e,caffe2,Untopiced,[caffe2] Enable fp16 for SparseNormalize op (#45551)
